iter	Logloss
860	0.254911638
861	0.2548998374
862	0.2548787177
863	0.2548648302
864	0.2548534535
865	0.2548376648
866	0.2548196449
867	0.254815171
868	0.2548015452
869	0.2547904467
870	0.2547894004
871	0.2547811004
872	0.2547713344
873	0.2547585041
874	0.2547453009
875	0.2547298013
876	0.2547227176
877	0.2547136972
878	0.2547046476
879	0.2546928926
880	0.2546791782
881	0.2546676212
882	0.2546566629
883	0.2546365407
884	0.2546225141
885	0.254613515
886	0.2545960694
887	0.2545892834
888	0.2545769776
889	0.2545729599
890	0.254564164
891	0.2545577008
892	0.2545454899
893	0.2545296204
894	0.2545131597
895	0.254498871
896	0.2544846281
897	0.2544828096
898	0.2544752756
899	0.2544666825
900	0.2544596178
901	0.2544508902
902	0.2544416045
903	0.2544354874
904	0.2544233777
905	0.2544119233
906	0.2543966515
907	0.2543790805
908	0.2543703694
909	0.2543631506
910	0.2543538407
911	0.2543464384
912	0.2543413439
913	0.2543348858
914	0.2543280045
915	0.2543141886
916	0.2543122504
917	0.2543057148
918	0.2542994852
919	0.254296583
920	0.2542866814
921	0.2542826394
922	0.254279517
923	0.2542709229
924	0.2542544251
925	0.2542437144
926	0.2542350529
927	0.2542276266
928	0.2542083474
929	0.2541999464
930	0.2541903681
931	0.2541877519
932	0.2541775612
933	0.2541674944
934	0.2541554054
935	0.2541428204
936	0.2541375055
937	0.2541313355
938	0.2541233938
939	0.2541049715
940	0.254099199
941	0.2540919974
942	0.2540846552
943	0.2540766808
944	0.254073898
945	0.2540638627
946	0.2540580889
947	0.254052392
948	0.2540419202
949	0.254035282
950	0.2540231615
951	0.25401254
952	0.2540016614
953	0.2539967012
954	0.2539825468
955	0.2539778312
956	0.2539669661
957	0.2539532128
958	0.2539504205
959	0.2539419169
960	0.2539301087
961	0.2539202332
962	0.2539055914
963	0.2538990019
964	0.2538961398
965	0.2538909648
966	0.2538878257
967	0.2538842937
968	0.2538789731
969	0.2538770818
970	0.2538673756
971	0.2538659265
972	0.2538526546
973	0.2538454371
974	0.2538277911
975	0.2538135227
976	0.253797964
977	0.2537929666
978	0.2537916008
979	0.2537728603
980	0.2537608864
981	0.2537565068
982	0.2537481021
983	0.2537314161
984	0.2537230108
985	0.2537141386
986	0.2537030825
987	0.253692757
988	0.2536854453
989	0.2536814306
990	0.2536724506
991	0.2536541813
992	0.2536419962
993	0.2536400442
994	0.2536346119
995	0.2536291194
996	0.2536192037
997	0.2536152556
998	0.2536071586
999	0.2535840677
